district,market_name,crop_type,date,season,modal_price,min_price,max_price,price_prev_day,avg_price_7d,avg_price_30d,quantity_arrived_kg,weather_event,transport_strike,import_arrival
Thiruvananthapuram,Neyyattinkara,Banana,2025-08-02,Rabi,31.76,29.53,34.43,29.82,35.74,33.53,13039,None,0,0
Kollam,Kottarakkara,Tomato,2025-08-03,Rabi,29.91,26.35,32.58,30.63,30.12,28.72,14988,Drought,0,0
Thrissur,Chalakudy,Paddy,2025-08-04,Rabi,20.01,17.44,23.92,17.68,20.36,22.5,14550,Rain,0,0
Thrissur,Chalakudy,Banana,2025-08-05,Rabi,33.3,30.46,36.29,32.78,33.52,36.08,13145,Rain,0,0
Kozhikode,Vadakara,Banana,2025-08-06,Rabi,34.86,32.32,38.0,36.41,34.36,33.74,11410,Drought,0,0
Ernakulam,Perumbavoor,Banana,2025-08-07,Rabi,33.86,31.81,36.61,33.8,35.09,34.05,14197,Drought,0,0
Palakkad,Alathur,Paddy,2025-08-08,Rabi,12.5,8.54,16.48,12.62,18.0,21.92,13039,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-08-09,Rabi,32.0,28.34,35.6,27.66,33.13,29.86,15324,None,0,0
Ernakulam,Perumbavoor,Onion,2025-08-10,Rabi,37.92,34.69,40.36,38.84,38.42,39.38,17742,Rain,0,1
Palakkad,Alathur,Tomato,2025-08-11,Rabi,29.62,27.24,32.69,29.95,31.31,30.5,12451,None,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-08-12,Rabi,21.73,19.49,25.67,25.34,20.91,21.2,15151,Flood,1,0
Thrissur,Chalakudy,Paddy,2025-08-13,Rabi,23.21,20.34,25.55,24.99,21.96,19.86,16900,None,0,0
Kollam,Kottarakkara,Onion,2025-08-14,Rabi,37.71,34.33,39.86,38.16,38.87,39.94,12986,Drought,0,0
Kollam,Kottarakkara,Onion,2025-08-15,Rabi,40.64,36.68,43.58,41.27,42.42,40.45,11267,Flood,1,0
Kozhikode,Vadakara,Banana,2025-08-16,Rabi,35.93,33.58,38.38,37.71,32.16,34.6,14103,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-08-17,Rabi,29.4,26.92,31.48,31.46,29.77,30.13,11480,None,0,0
Palakkad,Alathur,Tomato,2025-08-18,Rabi,30.03,27.44,33.57,28.39,27.84,31.59,9459,Flood,1,1
Thiruvananthapuram,Neyyattinkara,Tomato,2025-08-19,Rabi,28.02,25.12,31.86,24.79,29.04,28.68,16926,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-08-20,Rabi,23.02,20.13,25.76,21.99,24.38,21.98,11025,Flood,0,0
Thrissur,Chalakudy,Paddy,2025-08-21,Rabi,16.0,12.3,18.4,19.44,18.92,19.35,15067,Flood,1,0
Ernakulam,Perumbavoor,Paddy,2025-08-22,Rabi,25.88,23.86,29.14,27.96,21.85,21.59,14560,Flood,1,0
Kozhikode,Vadakara,Paddy,2025-08-23,Rabi,22.52,20.47,26.11,22.94,21.16,20.94,9738,Drought,0,0
Malappuram,Tirur,Paddy,2025-08-24,Rabi,20.44,18.41,22.47,17.9,20.85,20.01,8689,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-08-25,Rabi,21.36,18.4,23.82,23.45,22.38,19.43,9031,Flood,1,0
Kollam,Kottarakkara,Tomato,2025-08-26,Rabi,31.88,27.97,35.23,30.41,29.66,30.55,9094,Flood,1,0
Palakkad,Alathur,Banana,2025-08-27,Rabi,34.21,30.67,38.15,32.21,33.1,34.32,7221,Flood,1,0
Malappuram,Tirur,Paddy,2025-08-28,Rabi,21.88,18.54,25.76,21.85,21.83,21.22,16092,Flood,1,0
Palakkad,Alathur,Banana,2025-08-29,Rabi,34.25,31.04,36.5,33.61,34.18,34.54,12146,None,0,0
Thrissur,Chalakudy,Banana,2025-08-30,Rabi,34.08,31.22,37.01,33.03,33.01,32.6,17248,Rain,0,0
Palakkad,Alathur,Paddy,2025-08-31,Rabi,18.51,14.52,21.75,17.47,19.92,21.89,11115,Rain,0,0
Palakkad,Alathur,Banana,2025-09-01,Rabi,36.5,32.88,40.39,35.49,34.42,33.16,18435,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-09-02,Rabi,31.62,28.92,33.94,32.08,34.95,34.41,11444,Drought,0,0
Palakkad,Alathur,Banana,2025-09-03,Rabi,33.74,31.17,37.51,33.81,33.78,34.96,18631,Drought,0,0
Palakkad,Alathur,Paddy,2025-09-04,Rabi,11.93,8.75,15.44,9.88,20.87,23.58,9588,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-09-05,Rabi,43.28,40.67,46.9,45.8,39.17,40.57,16885,Rain,0,1
Kollam,Kottarakkara,Paddy,2025-09-06,Rabi,34.41,32.25,36.53,34.1,20.13,19.99,10052,Drought,0,0
Palakkad,Alathur,Tomato,2025-09-07,Rabi,27.55,23.74,30.58,27.6,28.85,30.23,7332,Drought,0,1
Kozhikode,Vadakara,Onion,2025-09-08,Rabi,40.66,36.74,44.3,41.91,37.01,40.37,15683,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-09-09,Rabi,27.58,25.39,31.02,30.09,30.63,29.29,11832,None,0,1
Kollam,Kottarakkara,Onion,2025-09-10,Rabi,41.12,38.32,43.39,41.23,40.81,39.08,12508,Flood,1,1
Kollam,Kottarakkara,Tomato,2025-09-11,Rabi,27.17,23.75,29.34,27.0,28.64,29.26,15708,None,0,1
Thiruvananthapuram,Neyyattinkara,Onion,2025-09-12,Rabi,42.18,38.21,45.37,43.09,38.36,39.68,15639,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-09-13,Rabi,34.28,31.12,38.25,37.76,34.59,34.19,11072,None,0,0
Malappuram,Tirur,Banana,2025-09-14,Rabi,34.27,32.14,37.25,34.04,35.06,34.96,9642,None,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-09-15,Rabi,18.34,15.38,21.44,15.59,21.76,19.9,5541,Flood,1,0
Kozhikode,Vadakara,Banana,2025-09-16,Rabi,34.78,31.46,37.09,38.52,33.99,34.84,12245,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-09-17,Rabi,29.8,27.54,33.33,31.18,29.56,30.27,12965,Flood,1,0
Kollam,Kottarakkara,Banana,2025-09-18,Rabi,32.66,28.87,35.8,34.15,33.74,33.24,13609,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-09-19,Rabi,38.2,35.99,40.3,38.24,39.99,41.09,13424,Drought,0,0
Kozhikode,Vadakara,Tomato,2025-09-20,Rabi,29.95,27.62,33.93,31.18,32.09,30.56,12031,Rain,0,0
Kozhikode,Vadakara,Tomato,2025-09-21,Rabi,27.38,24.16,30.94,25.78,29.54,29.39,11439,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-09-22,Rabi,40.11,37.56,43.45,40.9,39.89,40.49,12193,Rain,0,1
Thrissur,Chalakudy,Paddy,2025-09-23,Rabi,17.05,13.55,19.89,15.64,20.78,19.79,13799,Drought,0,0
Kollam,Kottarakkara,Onion,2025-09-24,Rabi,43.06,40.69,45.94,44.89,39.68,41.49,12446,Flood,1,0
Malappuram,Tirur,Paddy,2025-09-25,Rabi,20.33,16.37,22.5,19.41,20.55,20.61,12511,Flood,0,0
Kollam,Kottarakkara,Onion,2025-09-26,Rabi,40.32,37.64,42.52,40.32,40.66,41.19,14848,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-09-27,Rabi,18.03,14.96,20.07,14.2,22.4,19.63,11325,Flood,1,0
Thiruvananthapuram,Neyyattinkara,Tomato,2025-09-28,Rabi,27.66,25.57,30.37,24.96,30.81,30.76,10270,Drought,0,0
Palakkad,Alathur,Onion,2025-09-29,Rabi,34.82,32.35,37.76,34.0,40.59,38.52,12550,Flood,0,0
Palakkad,Alathur,Onion,2025-09-30,Rabi,39.97,36.55,43.81,40.84,40.18,39.03,15589,None,0,0
Kozhikode,Vadakara,Paddy,2025-10-01,Rabi,20.68,17.05,24.16,20.64,19.6,20.56,9345,Flood,0,0
Palakkad,Alathur,Banana,2025-10-02,Rabi,33.65,29.67,36.64,36.22,31.94,32.39,16413,Drought,0,0
Palakkad,Alathur,Banana,2025-10-03,Rabi,33.58,30.13,35.6,32.58,35.56,33.39,17478,Flood,0,0
Palakkad,Alathur,Onion,2025-10-04,Rabi,41.36,38.67,44.29,40.63,43.24,39.39,14226,Drought,0,0
Thrissur,Chalakudy,Tomato,2025-10-05,Rabi,30.6,26.98,33.31,32.55,32.34,30.03,9739,Flood,0,1
Kollam,Kottarakkara,Onion,2025-10-06,Rabi,40.92,37.91,43.69,39.9,43.02,40.14,10904,Flood,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-10-07,Rabi,21.37,18.8,24.45,19.35,19.54,22.2,10029,Flood,1,0
Malappuram,Tirur,Paddy,2025-10-08,Rabi,18.91,16.54,22.85,19.71,22.78,21.72,14988,Flood,0,0
Kozhikode,Vadakara,Banana,2025-10-09,Rabi,32.49,29.24,35.1,30.36,36.25,33.68,11247,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-10-10,Rabi,36.66,34.57,39.43,37.49,34.68,36.17,10069,Drought,0,0
Malappuram,Tirur,Banana,2025-10-11,Rabi,35.86,32.5,39.44,35.95,34.4,35.53,13523,Rain,0,0
Kollam,Kottarakkara,Banana,2025-10-12,Rabi,35.08,31.7,38.2,36.69,33.45,33.16,8865,Drought,0,0
Thrissur,Chalakudy,Banana,2025-10-13,Rabi,30.07,26.28,33.74,33.15,32.35,33.78,11169,None,0,0
Kollam,Kottarakkara,Banana,2025-10-14,Rabi,34.61,31.89,37.92,35.83,35.29,33.42,11498,Flood,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-10-15,Rabi,34.57,31.6,38.22,34.2,36.41,34.49,14204,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-16,Rabi,41.33,39.14,43.97,43.09,40.27,38.7,13199,Drought,0,1
Malappuram,Tirur,Tomato,2025-10-17,Rabi,28.7,26.45,30.98,27.91,30.88,31.24,12063,Flood,1,0
Thrissur,Chalakudy,Paddy,2025-10-18,Rabi,21.62,19.57,24.14,24.17,21.36,23.6,13696,Flood,0,0
Palakkad,Alathur,Paddy,2025-10-19,Rabi,17.48,15.38,21.2,18.61,21.57,22.29,14019,Drought,0,0
Malappuram,Tirur,Onion,2025-10-20,Rabi,39.72,37.45,42.42,37.88,39.69,39.15,10258,None,0,1
Palakkad,Alathur,Banana,2025-10-21,Rabi,35.18,32.6,39.12,37.68,34.59,32.8,13333,Flood,1,0
Malappuram,Tirur,Paddy,2025-10-22,Rabi,23.39,20.88,26.74,22.48,20.8,21.01,9645,Drought,0,0
Ernakulam,Perumbavoor,Paddy,2025-10-23,Rabi,22.3,20.12,25.58,22.12,21.63,20.11,10687,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-24,Rabi,41.44,38.87,43.72,40.88,42.59,39.6,12674,Drought,0,0
Malappuram,Tirur,Paddy,2025-10-25,Rabi,22.87,20.0,25.77,20.74,18.36,19.47,15787,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-10-26,Rabi,38.9,35.84,41.03,42.74,39.15,40.18,16626,Rain,0,0
Malappuram,Tirur,Paddy,2025-10-27,Rabi,25.01,21.11,27.94,28.1,22.81,22.02,13777,Flood,1,0
Kozhikode,Vadakara,Paddy,2025-10-28,Rabi,22.56,19.58,24.67,21.73,19.77,21.0,11489,Drought,0,0
Malappuram,Tirur,Banana,2025-10-29,Rabi,33.09,29.65,36.29,34.13,35.43,34.09,16432,Flood,1,0
Kozhikode,Vadakara,Tomato,2025-10-30,Rabi,27.72,24.62,29.94,27.43,28.92,28.13,11751,None,0,1
Malappuram,Tirur,Tomato,2025-10-31,Rabi,29.76,25.76,32.56,32.03,30.95,28.98,17562,Rain,0,1
Kollam,Kottarakkara,Onion,2025-11-01,Rabi,42.44,39.88,45.06,43.31,39.66,39.04,10883,None,0,0
Thrissur,Chalakudy,Tomato,2025-11-02,Rabi,32.18,30.09,34.53,35.01,32.31,29.51,8641,None,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-11-03,Rabi,40.28,37.02,43.95,37.63,40.48,39.85,10601,None,0,1
Ernakulam,Perumbavoor,Paddy,2025-11-04,Rabi,17.81,15.67,21.54,18.58,20.2,19.83,3383,None,0,0
Kozhikode,Vadakara,Banana,2025-11-05,Rabi,33.94,31.52,37.41,36.6,36.49,33.54,10193,Flood,1,0
Thrissur,Chalakudy,Onion,2025-11-06,Rabi,40.94,37.46,44.64,39.44,40.45,40.77,15680,None,0,1
Malappuram,Tirur,Paddy,2025-11-07,Rabi,20.8,17.12,24.5,20.49,19.68,20.17,11320,Rain,0,0
Kozhikode,Vadakara,Banana,2025-11-08,Rabi,34.73,31.31,36.87,36.1,32.8,35.49,11186,Rain,0,0
Thrissur,Chalakudy,Onion,2025-11-09,Rabi,39.96,36.72,41.99,38.84,36.36,40.88,14210,Flood,0,1
Kollam,Kottarakkara,Tomato,2025-11-10,Rabi,29.44,27.43,33.29,29.54,30.77,28.44,10412,None,0,0
Thrissur,Chalakudy,Onion,2025-11-11,Rabi,41.59,39.2,43.74,39.71,40.44,38.64,13399,None,0,1
Ernakulam,Perumbavoor,Paddy,2025-11-12,Rabi,20.93,18.24,23.35,18.51,22.75,20.27,9569,Drought,0,0
Kozhikode,Vadakara,Paddy,2025-11-13,Rabi,21.4,19.38,24.92,23.12,19.48,21.06,13286,Rain,0,0
Ernakulam,Perumbavoor,Paddy,2025-11-14,Rabi,22.39,18.53,24.73,22.65,20.45,20.17,12258,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-11-15,Rabi,56.78,54.36,59.6,52.4,40.65,40.9,4911,Drought,0,0
Thrissur,Chalakudy,Tomato,2025-11-16,Rabi,27.98,24.26,31.85,28.91,33.09,30.02,9815,Drought,0,0
Malappuram,Tirur,Tomato,2025-11-17,Rabi,29.63,25.74,31.7,31.69,29.03,29.2,10551,Flood,0,0
Thrissur,Chalakudy,Paddy,2025-11-18,Rabi,19.09,16.84,22.01,19.27,23.44,21.32,11242,Drought,0,0
Ernakulam,Perumbavoor,Onion,2025-11-19,Rabi,39.42,36.89,43.31,37.08,41.32,39.92,11458,Flood,1,0
Malappuram,Tirur,Tomato,2025-11-20,Rabi,18.19,16.11,20.83,18.64,28.87,29.57,15445,None,0,1
Malappuram,Tirur,Tomato,2025-11-21,Rabi,30.23,26.72,32.78,28.07,31.38,29.33,17619,Rain,0,1
Palakkad,Alathur,Paddy,2025-11-22,Rabi,23.16,20.8,25.43,22.49,22.92,21.07,14558,Drought,0,0
Palakkad,Alathur,Paddy,2025-11-23,Rabi,21.97,19.35,25.5,20.7,20.03,22.03,10995,Flood,0,0
Thrissur,Chalakudy,Onion,2025-11-24,Rabi,39.19,35.74,41.55,37.76,40.64,42.06,8797,Rain,0,1
Kollam,Kottarakkara,Banana,2025-11-25,Rabi,34.05,30.74,36.43,36.17,33.88,34.45,8812,Drought,0,0
Ernakulam,Perumbavoor,Tomato,2025-11-26,Rabi,30.86,27.96,33.09,30.58,31.48,31.19,19768,Flood,0,1
Thrissur,Chalakudy,Banana,2025-11-27,Rabi,35.16,31.22,37.97,35.65,34.29,33.65,13015,Flood,1,0
Thrissur,Chalakudy,Tomato,2025-11-28,Rabi,29.41,26.29,33.32,29.66,31.98,28.99,15419,Rain,0,1
Palakkad,Alathur,Banana,2025-11-29,Rabi,21.98,18.32,25.12,21.8,30.82,33.39,15890,Flood,0,0
Palakkad,Alathur,Banana,2025-11-30,Rabi,33.95,30.92,37.33,32.45,33.24,34.84,13640,Drought,0,0
Kollam,Kottarakkara,Tomato,2025-12-01,Rabi,29.52,26.23,32.11,28.97,29.41,29.08,16846,Flood,0,1
Ernakulam,Perumbavoor,Banana,2025-12-02,Rabi,33.36,30.73,36.53,35.19,36.28,35.0,10705,Drought,0,0
Malappuram,Tirur,Paddy,2025-12-03,Rabi,21.81,19.38,24.46,21.77,19.64,21.32,8462,Rain,0,0
Kozhikode,Vadakara,Banana,2025-12-04,Rabi,36.38,33.05,40.01,35.68,34.3,34.28,11223,None,0,0
Ernakulam,Perumbavoor,Onion,2025-12-05,Rabi,41.17,38.17,44.28,40.46,41.31,38.65,12379,Drought,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-12-06,Rabi,24.88,22.25,26.99,23.38,19.98,21.51,12538,None,0,0
Thrissur,Chalakudy,Onion,2025-12-07,Rabi,40.7,36.77,43.5,41.43,40.95,41.11,13229,Flood,1,0
Malappuram,Tirur,Tomato,2025-12-08,Rabi,29.52,27.33,32.73,30.53,32.85,29.87,9076,Flood,0,0
Kollam,Kottarakkara,Banana,2025-12-09,Rabi,36.21,32.97,39.94,36.03,30.74,34.85,10394,None,0,0
Thrissur,Chalakudy,Paddy,2025-12-10,Rabi,20.82,18.38,23.33,21.32,21.29,21.71,10693,Flood,0,0
Thrissur,Chalakudy,Banana,2025-12-11,Rabi,35.03,31.97,37.37,34.64,35.11,34.62,9193,Rain,0,0
Ernakulam,Perumbavoor,Tomato,2025-12-12,Rabi,32.17,29.96,36.02,31.37,31.21,30.37,17514,None,0,1
Thrissur,Chalakudy,Onion,2025-12-13,Rabi,39.55,36.13,42.42,39.03,39.97,39.7,14399,Flood,1,0
Ernakulam,Perumbavoor,Banana,2025-12-14,Rabi,52.3,49.44,54.89,50.72,32.4,34.95,17131,Drought,0,0
Kollam,Kottarakkara,Banana,2025-12-15,Rabi,33.79,31.13,36.02,33.54,34.11,35.16,9217,Rain,0,0
Thrissur,Chalakudy,Onion,2025-12-16,Rabi,40.48,38.2,43.71,41.94,40.75,40.19,15003,Rain,0,0
Thrissur,Chalakudy,Banana,2025-12-17,Rabi,28.59,25.29,30.79,29.61,33.02,32.17,13533,Flood,1,0
Palakkad,Alathur,Onion,2025-12-18,Rabi,42.75,38.91,46.24,42.54,41.43,41.61,15944,Drought,0,0
Kollam,Kottarakkara,Tomato,2025-12-19,Rabi,33.28,30.27,36.67,34.39,30.11,28.4,11261,Drought,0,1
Ernakulam,Perumbavoor,Tomato,2025-12-20,Rabi,28.31,26.3,30.67,31.57,29.74,30.12,13654,Drought,0,1
Malappuram,Tirur,Tomato,2025-12-21,Rabi,30.09,26.55,32.13,32.63,29.07,30.19,9772,Flood,1,0
Kozhikode,Vadakara,Tomato,2025-12-22,Rabi,46.51,44.06,49.98,45.59,29.94,29.57,9922,Rain,0,1
Ernakulam,Perumbavoor,Onion,2025-12-23,Rabi,37.19,34.37,39.48,37.07,37.74,40.76,12247,Drought,0,1
Ernakulam,Perumbavoor,Tomato,2025-12-24,Rabi,27.08,24.6,30.71,26.62,28.87,30.32,16021,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Paddy,2025-12-25,Rabi,17.25,14.33,20.78,17.42,20.76,21.67,12639,None,0,0
Ernakulam,Perumbavoor,Tomato,2025-12-26,Rabi,28.5,24.59,30.66,28.02,28.81,31.08,12063,Rain,0,0
Malappuram,Tirur,Onion,2025-12-27,Rabi,43.8,40.6,46.67,43.71,38.94,38.49,6590,None,0,0
Palakkad,Alathur,Onion,2025-12-28,Rabi,36.83,33.13,39.77,37.23,40.76,38.42,14685,Drought,0,0
Ernakulam,Perumbavoor,Paddy,2025-12-29,Rabi,20.03,17.82,23.73,20.25,23.42,21.9,11194,Drought,0,0
Malappuram,Tirur,Banana,2025-12-30,Rabi,32.22,29.16,35.7,28.99,32.92,33.79,9038,Drought,0,0
Malappuram,Tirur,Tomato,2025-12-31,Rabi,29.74,26.7,32.23,29.86,29.66,29.35,12505,Rain,0,0
Kozhikode,Vadakara,Tomato,2025-01-01,Rabi,30.88,27.98,34.22,29.24,32.12,29.9,12056,Drought,0,1
Thrissur,Chalakudy,Paddy,2025-01-02,Rabi,22.42,18.69,26.39,22.77,22.43,21.29,10162,Drought,0,0
Kozhikode,Vadakara,Onion,2025-01-03,Rabi,40.72,37.59,44.06,39.0,40.16,39.97,11375,None,0,0
Kozhikode,Vadakara,Tomato,2025-01-04,Rabi,29.74,27.37,31.77,26.92,29.18,30.09,12479,Flood,0,1
Malappuram,Tirur,Paddy,2025-01-05,Rabi,18.94,15.71,22.01,20.84,19.7,21.97,13281,None,0,0
Kollam,Kottarakkara,Paddy,2025-01-06,Rabi,19.71,15.91,23.59,22.37,19.21,21.92,15001,Rain,0,0
Kollam,Kottarakkara,Tomato,2025-01-07,Rabi,28.66,26.54,32.49,30.75,29.62,30.29,12780,Flood,0,0
Ernakulam,Perumbavoor,Onion,2025-01-08,Rabi,39.73,36.56,42.41,40.95,41.19,38.25,15913,Flood,0,0
Thrissur,Chalakudy,Paddy,2025-01-09,Rabi,17.68,14.67,19.71,19.23,22.69,19.91,10767,None,0,0
Kollam,Kottarakkara,Banana,2025-01-10,Rabi,31.79,28.17,34.75,31.47,33.54,34.78,15930,Drought,0,0
Kollam,Kottarakkara,Tomato,2025-01-11,Rabi,32.79,29.24,35.0,31.95,29.69,28.32,9582,None,0,1
Kozhikode,Vadakara,Paddy,2025-01-12,Rabi,22.93,19.31,25.93,25.35,19.15,20.41,11920,None,0,0
Palakkad,Alathur,Paddy,2025-01-13,Rabi,21.56,18.96,25.44,20.35,21.64,20.53,11956,Drought,0,0
Palakkad,Alathur,Onion,2025-01-14,Rabi,41.09,38.67,43.66,41.1,39.35,39.89,11734,Rain,0,1
Thiruvananthapuram,Neyyattinkara,Banana,2025-01-15,Rabi,33.26,29.9,35.79,32.87,36.4,34.56,11113,Rain,0,0
Palakkad,Alathur,Tomato,2025-01-16,Rabi,31.39,27.53,34.03,30.89,31.76,30.37,11678,Flood,0,1
Kollam,Kottarakkara,Onion,2025-01-17,Rabi,40.9,38.81,43.55,38.54,38.31,38.81,12428,Rain,0,1
Malappuram,Tirur,Onion,2025-01-18,Rabi,43.47,40.17,47.21,46.82,40.96,40.5,6596,Drought,0,0
Malappuram,Tirur,Onion,2025-01-19,Rabi,38.91,35.1,41.07,37.73,39.07,39.83,10583,Drought,0,1
Kollam,Kottarakkara,Banana,2025-01-20,Rabi,30.04,26.22,32.76,31.16,32.39,34.24,18222,None,0,0
Ernakulam,Perumbavoor,Onion,2025-01-21,Rabi,38.16,34.91,41.17,34.36,39.57,41.1,17875,Drought,0,1
Kollam,Kottarakkara,Banana,2025-01-22,Rabi,31.54,28.53,33.64,32.29,33.3,33.89,19933,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-01-23,Rabi,36.99,34.82,39.05,37.37,40.7,41.09,12293,Flood,1,0
Kollam,Kottarakkara,Onion,2025-01-24,Rabi,40.62,37.9,44.18,40.03,40.4,39.66,13864,None,0,1
Kozhikode,Vadakara,Tomato,2025-01-25,Rabi,17.56,14.24,20.92,18.13,29.96,31.13,11845,Rain,0,0
Malappuram,Tirur,Paddy,2025-01-26,Rabi,17.45,13.84,20.83,19.34,19.64,20.35,10213,Rain,0,0
Thiruvananthapuram,Neyyattinkara,Paddy,2025-01-27,Rabi,23.75,19.83,26.64,20.55,25.71,22.06,12669,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-01-28,Rabi,12.53,10.4,15.68,12.96,21.78,21.65,13666,None,0,0
Thrissur,Chalakudy,Tomato,2025-01-29,Rabi,15.09,11.35,18.89,14.79,29.77,29.81,15401,Rain,0,1
Kozhikode,Vadakara,Tomato,2025-01-30,Rabi,31.19,27.26,34.28,26.78,30.98,30.19,11943,Drought,0,1
Thrissur,Chalakudy,Onion,2025-01-31,Rabi,39.22,35.43,43.04,40.91,41.42,39.23,13221,Drought,0,0
Palakkad,Alathur,Tomato,2025-02-01,Rabi,28.06,26.01,31.51,25.99,29.06,30.86,14859,Drought,0,0
Thrissur,Chalakudy,Onion,2025-02-02,Rabi,41.03,37.31,43.15,42.12,40.77,39.36,13295,None,0,1
Kollam,Kottarakkara,Onion,2025-02-03,Rabi,41.6,39.2,44.84,42.73,41.78,40.71,13054,Rain,0,1
Malappuram,Tirur,Banana,2025-02-04,Rabi,36.14,33.17,38.48,36.1,32.68,33.84,9765,Flood,0,0
Kollam,Kottarakkara,Banana,2025-02-05,Rabi,32.65,29.11,35.68,32.43,32.81,33.69,6319,Rain,0,0
Kozhikode,Vadakara,Onion,2025-02-06,Rabi,40.43,37.34,44.14,40.43,38.77,40.66,14812,None,0,0
Kollam,Kottarakkara,Tomato,2025-02-07,Rabi,26.78,22.97,30.23,25.64,28.85,29.06,14488,None,0,0
Palakkad,Alathur,Tomato,2025-02-08,Rabi,29.61,26.87,33.09,29.21,26.99,30.64,8282,None,0,0
Palakkad,Alathur,Banana,2025-02-09,Rabi,34.12,31.57,36.72,34.54,36.04,32.69,2941,Rain,0,0
Ernakulam,Perumbavoor,Banana,2025-02-10,Rabi,34.37,30.49,37.1,37.07,35.86,34.21,10525,Drought,0,0
Ernakulam,Perumbavoor,Paddy,2025-02-11,Rabi,22.61,19.68,26.21,21.15,21.71,21.51,15180,Rain,0,0
Malappuram,Tirur,Onion,2025-02-12,Rabi,45.52,42.84,48.13,46.11,39.24,39.97,6692,Drought,0,1
Kollam,Kottarakkara,Onion,2025-02-13,Rabi,38.61,35.62,42.03,38.0,39.21,40.15,9532,Drought,0,1
Kozhikode,Vadakara,Paddy,2025-02-14,Rabi,23.24,20.74,26.43,23.24,20.99,20.67,12465,Drought,0,0
Thrissur,Chalakudy,Banana,2025-02-15,Rabi,35.65,32.48,39.6,34.35,33.01,33.7,7962,Flood,0,0
Ernakulam,Perumbavoor,Tomato,2025-02-16,Rabi,28.36,24.51,30.74,27.65,31.31,30.26,12580,None,0,0
Malappuram,Tirur,Tomato,2025-02-17,Rabi,31.7,27.74,34.64,31.49,30.59,29.9,12796,Drought,0,1
Thrissur,Chalakudy,Tomato,2025-02-18,Rabi,28.83,26.52,32.76,25.17,29.8,31.42,14778,None,0,1
Thrissur,Chalakudy,Banana,2025-02-19,Rabi,35.93,32.1,39.09,37.78,34.13,34.2,10147,None,0,0
Kozhikode,Vadakara,Tomato,2025-02-20,Rabi,29.37,25.5,32.19,30.29,31.81,29.86,10649,Flood,0,1
Palakkad,Alathur,Paddy,2025-02-21,Rabi,21.0,17.32,23.44,21.9,18.83,18.7,10348,None,0,0
Kollam,Kottarakkara,Paddy,2025-02-22,Rabi,18.56,16.25,21.36,17.8,20.78,20.55,16357,Rain,0,0
Ernakulam,Perumbavoor,Onion,2025-02-23,Rabi,40.65,37.26,43.55,41.1,40.93,38.86,15117,Flood,1,0
Malappuram,Tirur,Banana,2025-02-24,Rabi,33.85,31.15,36.19,34.86,32.39,32.45,14453,None,0,0
Malappuram,Tirur,Paddy,2025-02-25,Rabi,21.75,19.0,24.45,20.4,19.7,22.13,8431,None,0,0
Thrissur,Chalakudy,Paddy,2025-02-26,Rabi,24.29,21.2,26.96,22.94,21.96,20.67,13809,Rain,0,0
Kollam,Kottarakkara,Paddy,2025-02-27,Rabi,19.91,17.55,22.69,19.67,21.06,20.0,14222,Drought,0,0
Thiruvananthapuram,Neyyattinkara,Onion,2025-02-28,Rabi,38.97,36.77,42.72,38.63,38.51,37.44,11426,Drought,0,1
Ernakulam,Perumbavoor,Onion,2025-03-01,Rabi,44.83,42.76,48.17,46.01,39.97,39.74,12067,None,0,1
Thrissur,Chalakudy,Banana,2025-03-02,Rabi,35.09,32.13,39.0,33.32,35.67,34.72,14154,None,0,0
Thiruvananthapuram,Neyyattinkara,Banana,2025-03-03,Rabi,34.88,30.89,37.78,34.91,35.01,34.59,10937,Drought,0,0
Kollam,Kottarakkara,Paddy,2025-03-04,Rabi,19.85,16.34,22.48,20.0,23.32,19.76,7597,Flood,1,0
